TableName;ApproxRowCount;CreatedDate;ColumnCount
---------;--------------;-----------;-----------
T_EAIJournalEx;IdLieferAdresse;14;int;;10;0;YES;
T_EAIJournalEx;LieferBez;15;nvarchar;100;;;YES;
T_EAIJournalEx;LieferStrasse;16;nvarchar;50;;;YES;
T_EAIJournalEx;LieferPLZ;17;nvarchar;50;;;YES;
T_EAIJournalEx;LieferOrt;18;nvarchar;50;;;YES;
T_EAIJournalEx;LieferStaat;19;nvarchar;50;;;YES;
T_EAIJournalEx;LieferStaatPostKz;20;nvarchar;50;;;YES;
T_EAIJournalEx;IdRechnungsAdresse;21;int;;10;0;YES;
T_EAIJournalEx;RechnungBez;22;nvarchar;100;;;YES;
T_EAIJournalEx;RechnungStrasse;23;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungPLZ;24;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungOrt;25;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungStaat;26;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungStaatPostKz;27;nvarchar;50;;;YES;
T_EAIJournalEx;IdWerksAdresse;28;int;;10;0;YES;
T_EAIJournalEx;WerkBez;29;nvarchar;100;;;YES;
T_EAIJournalEx;WerkStrasse;30;nvarchar;50;;;YES;
T_EAIJournalEx;WerkPLZ;31;nvarchar;50;;;YES;
T_EAIJournalEx;WerkOrt;32;nvarchar;50;;;YES;
T_EAIJournalEx;WerkStaat;33;nvarchar;50;;;YES;
T_EAIJournalEx;WerkStaatPostKz;34;nvarchar;50;;;YES;
T_EAIJournalEx;WerkDebitorenKonto;35;nvarchar;50;;;YES;
T_EAIJournalEx;WerkUID;36;nvarchar;50;;;YES;
T_EAIJournalEx;WerkTel;37;nvarchar;50;;;YES;
T_EAIJournalEx;WerkFax;38;nvarchar;50;;;YES;
T_EAIJournalEx;IdSpediteur;39;int;;10;0;YES;
T_EAIJournalEx;SpediteurBez;40;nvarchar;100;;;YES;
T_EAIJournalEx;IdRampe;41;int;;10;0;YES;
T_EAIJournalEx;LKWNummer;42;nvarchar;50;;;YES;
T_EAIJournalEx;LadeDatum;43;datetime;;;;YES;
T_EAIJournalEx;IdLayout;44;int;;10;0;YES;
T_EAIJournalEx;LayoutBez;45;nvarchar;255;;;NO;
T_EAIJournalEx;IdWaehrung;46;int;;10;0;YES;
T_EAIJournalEx;WaehrungsBez;47;nvarchar;50;;;YES;
T_EAIJournalEx;IdLieferKond;48;int;;10;0;YES;
T_EAIJournalEx;LieferKondBez;49;nvarchar;255;;;YES;
T_EAIJournalEx;IdZahlKond;50;int;;10;0;YES;
T_EAIJournalEx;ZahlKondBez;51;nvarchar;255;;;YES;
T_EAIJournalEx;Skonto;52;float;;53;;YES;
T_EAIJournalEx;SkontoTage;53;int;;10;0;YES;
T_EAIJournalEx;NettoTage;54;int;;10;0;YES;
T_EAIJournalEx;PreisNetto;55;float;;53;;YES;
T_EAIJournalEx;PreisBrutto;56;float;;53;;YES;
T_EAIJournalEx;PreisBruttoSkonto;57;float;;53;;YES;
T_EAIJournalEx;NettoGewicht;58;float;;53;;YES;
T_EAIJournalEx;BruttoGewicht;59;float;;53;;YES;
T_EAIJournalEx;AnzahlPaletten;60;int;;10;0;YES;
T_EAIJournalEx;AnzahlGitterboxen;61;int;;10;0;YES;
T_EAIJournalEx;Gedruckt;62;datetime;;;;YES;
T_EAIJournalEx;Bemerkung;63;nvarchar;255;;;YES;
T_EAIJournalEx;Add_User;64;nvarchar;50;;;NO;
T_EAIJournalEx;Add_Date;65;datetime;;;;NO;
T_EAIJournalEx;Upd_User;66;nvarchar;50;;;YES;
T_EAIJournalEx;Upd_Date;67;datetime;;;;YES;
T_EAIJournalEx;Exportiert;68;datetime;;;;YES;
T_EAIJournalEx;eReporting_IdWerk;69;int;;10;0;YES;
T_EAIJournalEx;IdRechnungAdressenTyp;70;int;;10;0;YES;
T_EAIJournalEx;RechnungAdressenTypBez;71;nvarchar;50;;;YES;
T_EAIJournalEx;IdRechnungStaatenGruppe;72;int;;10;0;YES;
T_EAIJournalEx;RechnungStaatenGruppeBez;73;nvarchar;50;;;YES;
T_EAIJournalEx;InternerUmsatz;74;int;;10;0;YES;
T_EAIJournalEx;IdMwst;75;int;;10;0;YES;
T_EAIJournalEx;Mwst;76;float;;53;;YES;
T_EAIJournalEx;LieferantenNr;77;nvarchar;50;;;YES;
T_EAIJournalEx;WerkAnsprechpartnerName;78;nvarchar;50;;;YES;
T_EAIJournalEx;WerkAnsprechpartnerVorname;79;nvarchar;50;;;YES;
T_EAIJournalEx;WerkAnsprechpartnerTel;80;nvarchar;50;;;YES;
T_EAIJournalEx;WerkAnsprechpartnerFax;81;nvarchar;50;;;YES;
T_EAIJournalEx;WerkAnsprechpartnerEmail;82;nvarchar;50;;;YES;
T_EAIJournalEx;WerkAnsprechpartnerPos;83;nvarchar;50;;;YES;
T_EAIJournalEx;KundenAnsprechpartnerName;84;nvarchar;50;;;YES;
T_EAIJournalEx;KundenAnsprechpartnerVorname;85;nvarchar;50;;;YES;
T_EAIJournalEx;KundenAnsprechpartnerTel;86;nvarchar;50;;;YES;
T_EAIJournalEx;KundenAnsprechpartnerFax;87;nvarchar;50;;;YES;
T_EAIJournalEx;KundenAnsprechpartnerEmail;88;nvarchar;50;;;YES;
T_EAIJournalEx;KundenAnsprechpartnerPos;89;nvarchar;50;;;YES;
T_EAIJournalEx;LieferAnsprechpartnerName;90;nvarchar;50;;;YES;
T_EAIJournalEx;LieferAnsprechpartnerVorname;91;nvarchar;50;;;YES;
T_EAIJournalEx;LieferAnsprechpartnerTel;92;nvarchar;50;;;YES;
T_EAIJournalEx;LieferAnsprechpartnerFax;93;nvarchar;50;;;YES;
T_EAIJournalEx;LieferAnsprechpartnerEmail;94;nvarchar;50;;;YES;
T_EAIJournalEx;LieferAnsprechpartnerPos;95;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungAnsprechpartnerName;96;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungAnsprechpartnerVorname;97;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungAnsprechpartnerTel;98;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungAnsprechpartnerFax;99;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungAnsprechpartnerEmail;100;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungAnsprechpartnerPos;101;nvarchar;50;;;YES;
T_EAIJournalEx;RechnungUID;102;nvarchar;50;;;YES;
T_EAIJournalEx;IdKundenGrp;103;int;;10;0;YES;
T_EAIJournalEx;KundenGrpBez;104;nvarchar;50;;;YES;
T_EAIJournalLayout;IdJournalLayout;1;int;;10;0;NO;
T_EAIJournalLayout;IdAdressen;2;int;;10;0;NO;
T_EAIJournalLayout;IdJournalTyp;3;int;;10;0;NO;
T_EAIJournalLayout;IdKopf;4;int;;10;0;NO;
T_EAIJournalLayout;IdPos;5;int;;10;0;NO;
T_EAIJournalLayout;IdFuss;6;int;;10;0;NO;
T_EAIJournalLayout;Aktiv;7;int;;10;0;NO;
T_EAIJournalLayout;Bemerkung;8;nvarchar;50;;;YES;
T_EAIJournalLayout;Add_User;9;nvarchar;50;;;YES;
T_EAIJournalLayout;Add_Date;10;datetime;;;;YES;
T_EAIJournalLayout;Upd_User;11;nvarchar;50;;;YES;
T_EAIJournalLayout;Upd_Date;12;datetime;;;;YES;
T_EAIJournalLayout;IdArtikelvarianten;13;int;;10;0;YES;
T_EAIJournalLeistungsPosition;IdJournalLeistungsPosition;1;int;;10;0;NO;
T_EAIJournalLeistungsPosition;IdJournalPosition;2;int;;10;0;YES;
T_EAIJournalLeistungsPosition;PositionNr;3;int;;10;0;YES;
T_EAIJournalLeistungsPosition;IdJournalAmo;4;int;;10;0;YES;
T_EAIJournalLeistungsPosition;IdAuftragsLeistung;5;int;;10;0;YES;
T_EAIJournalLeistungsPosition;IdLeistungsVorlage;6;int;;10;0;YES;
T_EAIJournalLeistungsPosition;LeistungsVorlageBez;7;nvarchar;50;;;YES;
T_EAIJournalLeistungsPosition;LeistungsBeschreibung;8;nvarchar;255;;;YES;
T_EAIJournalLeistungsPosition;LieferMenge;9;float;;53;;NO;
T_EAIJournalLeistungsPosition;LeistungsEinheitBez;10;nvarchar;50;;;YES;
T_EAIJournalLeistungsPosition;LeistungsEinheitBerechnungsArt;11;int;;10;0;YES;
T_EAIJournalLeistungsPosition;IdMwst;12;int;;10;0;YES;
T_EAIJournalLeistungsPosition;Mwst;13;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisNettoProEinheit;14;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisNetto;15;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisBrutto;16;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisBruttoSkonto;17;float;;53;;YES;
T_EAIJournalLeistungsPosition;MitSkonto;18;int;;10;0;YES;
T_EAIJournalLeistungsPosition;Bemerkung;19;nvarchar;255;;;YES;
T_EAIJournalLeistungsPosition;Add_User;20;nvarchar;50;;;NO;
T_EAIJournalLeistungsPosition;Add_Date;21;datetime;;;;NO;
T_EAIJournalLeistungsPosition;Upd_User;22;nvarchar;50;;;YES;
T_EAIJournalLeistungsPosition;Upd_Date;23;datetime;;;;YES;
T_EAIJournalLeistungsPosition;ErloesKonto;24;nvarchar;50;;;YES;
T_EAIJournalLeistungsPosition;IdBezugsJournalWarenPosition;25;int;;10;0;YES;
T_EAIJournalLeistungsPosition;IdPreisEinheit;26;int;;10;0;YES;
T_EAIJournalLeistungsPosition;PreisEinheitBez;27;int;;10;0;YES;
T_EAIJournalLeistungsPosition;Kostenstelle;28;nvarchar;50;;;YES;
T_EAIJournalLeistungsPosition;PreisNettoProEinheitBW;29;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisNettoBW;30;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisBruttoBW;31;float;;53;;YES;
T_EAIJournalLeistungsPosition;PreisBruttoSkontoBW;32;float;;53;;YES;
T_EAIJournalLeistungsPosition;Guid;33;uniqueidentifier;;;;YES;
T_EAIJournalLeistungsVorlageZuordnung;IdEAIJournalLeistungsVorlageZuordnung;1;int;;10;0;NO;
T_EAIJournalLeistungsVorlageZuordnung;IdAdressen;2;int;;10;0;YES;
T_EAIJournalLeistungsVorlageZuordnung;IdArtikelvarianten;3;int;;10;0;YES;
T_EAIJournalLeistungsVorlageZuordnung;IdLeistungsvorlage;4;int;;10;0;YES;
T_EAIJournalLeistungsVorlageZuordnung;Aktiv;5;int;;10;0;YES;
T_EAIJournalLeistungsVorlageZuordnung;Add_User;6;nvarchar;50;;;YES;
T_EAIJournalLeistungsVorlageZuordnung;Add_Date;7;datetime;;;;YES;
T_EAIJournalLeistungsVorlageZuordnung;Upd_User;8;nvarchar;50;;;YES;
T_EAIJournalLeistungsVorlageZuordnung;Upd_Date;9;datetime;;;;YES;
T_EAIJournalLieferPosition;IdJournalLieferPosition;1;int;;10;0;NO;
T_EAIJournalLieferPosition;IdJournalPosition;2;int;;10;0;YES;
T_EAIJournalLieferPosition;IdLadePlanung;3;int;;10;0;YES;
T_EAIJournalLieferPosition;Beleg;4;nvarchar;50;;;YES;
T_EAIJournalLieferPosition;LfdNrJeArtikelKunde;5;int;;10;0;YES;
T_EAIJournalLieferPosition;Barcode;6;nvarchar;50;;;YES;
T_EAIJournalLieferPosition;ProduktionsDatum;7;datetime;;;;YES;
T_EAIJournalLieferPosition;Add_User;8;nvarchar;50;;;NO;
T_EAIJournalLieferPosition;Add_Date;9;datetime;;;;NO;
T_EAIJournalLieferPosition;Upd_User;10;nvarchar;50;;;YES;
T_EAIJournalLieferPosition;Upd_Date;11;datetime;;;;YES;
T_EAIJournalLieferPosition;IdJournalWarenPosition;12;int;;10;0;YES;
T_EAIJournalLieferPosition;LieferMenge;13;float;;53;;YES;
T_EAIJournalLieferPosition;SSCC_ReserveZiffer;14;int;;10;0;YES;
T_EAIJournalLieferPosition;EAN_BasisNr;15;nvarchar;50;;;YES;
T_EAIJournalLieferPosition;Guid;16;uniqueidentifier;;;;YES;
T_EAIJournalLieferPosition;LieferEinheit;17;int;;10;0;YES;
T_EAIJournalLieferPosition;Bestrahlungsnummer;18;nvarchar;50;;;YES;
T_EAIJournalPosition;IdJournalPosition;1;int;;10;0;NO;
T_EAIJournalPosition;IdJournal;2;int;;10;0;YES;
T_EAIJournalPosition;IdBasisJournal;3;int;;10;0;YES;
T_EAIJournalPosition;IdBasisJournalPosition;4;int;;10;0;YES;
T_EAIJournalPosition;PositionNr;5;int;;10;0;YES;
T_EAIJournalPosition;PositionBez;6;nvarchar;255;;;YES;
T_EAIJournalPosition;LieferscheinDatum;7;datetime;;;;YES;
T_EAIJournalPosition;AuftragsBestDatum;8;datetime;;;;YES;
T_EAIJournalPosition;RechnungsDatum;9;datetime;;;;YES;
T_EAIJournalPosition;BestellDatum;10;datetime;;;;YES;
T_EAIJournalPosition;LieferDatum;11;datetime;;;;YES;
T_EAIJournalPosition;IdPreisLogik;12;int;;10;0;YES;
T_EAIJournalPosition;PreisLogikBez;13;nvarchar;50;;;YES;
T_EAIJournalPosition;PreisNetto;14;float;;53;;YES;
T_EAIJournalPosition;PreisBrutto;15;float;;53;;YES;
T_EAIJournalPosition;PreisBruttoSkonto;16;float;;53;;YES;
T_EAIJournalPosition;IdAuftrag;17;int;;10;0;YES;
T_EAIJournalPosition;AuftragsNummer;18;nvarchar;50;;;NO;
T_EAIJournalPosition;IdAuftragsAbruf;19;int;;10;0;YES;
T_EAIJournalPosition;NettoGewicht;20;float;;53;;YES;
T_EAIJournalPosition;BruttoGewicht;21;float;;53;;YES;
T_EAIJournalPosition;Bemerkung;22;nvarchar;255;;;YES;
T_EAIJournalPosition;Add_User;23;nvarchar;50;;;NO;
T_EAIJournalPosition;Add_Date;24;datetime;;;;NO;
T_EAIJournalPosition;Upd_User;25;nvarchar;50;;;YES;
T_EAIJournalPosition;Upd_Date;26;datetime;;;;YES;
T_EAIJournalPosition;IdJournalBestellPosition;27;int;;10;0;YES;
T_EAIJournalPosition;IdLadePlanung;28;int;;10;0;YES;
T_EAIJournalPosition;IdLieferschein;29;int;;10;0;YES;
T_EAIJournalPosition;IdAuftragsBest;30;int;;10;0;YES;
T_EAIJournalPosition;IdRechnung;31;int;;10;0;YES;
T_EAIJournalPosition;IdRechnungsBeleg;32;int;;10;0;YES;
T_EAIJournalPosition;IdBestellung;33;int;;10;0;YES;
T_EAIJournalPosition;BestellungNummer;34;nvarchar;50;;;YES;
T_EAIJournalPosition;BestellungDatum;35;datetime;;;;YES;
T_EAIJournalPosition;AuftragsDatum;36;datetime;;;;YES;
T_EAIJournalPosition;IdAuftragsPosition;37;int;;10;0;YES;
T_EAIJournalPosition;AuftragsPositionNummer;38;nvarchar;50;;;YES;
T_EAIJournalPosition;AuftragsPositionDatum;39;datetime;;;;YES;
T_EAIJournalPosition;AuftragsAbrufNummer;40;nvarchar;50;;;YES;
T_EAIJournalPosition;AuftragsAbrufDatum;41;datetime;;;;YES;
T_EAIJournalPosition;AuftragsBestNummer;42;nvarchar;50;;;YES;
T_EAIJournalPosition;LieferscheinNummer;43;nvarchar;50;;;YES;
T_EAIJournalPosition;RechnungsNummer;44;nvarchar;50;;;YES;
T_EAIJournalPosition;Transient;45;int;;10;0;YES;
T_EAIJournalPosition;IdGutschrift;46;int;;10;0;YES;
T_EAIJournalPosition;GutschriftNummer;47;nvarchar;50;;;YES;
T_EAIJournalPosition;GutschriftDatum;48;datetime;;;;YES;
T_EAIJournalPosition;IdGutschriftBeleg;49;int;;10;0;YES;
T_EAIJournalPosition;IdBestellungPosition;50;int;;10;0;YES;
T_EAIJournalPosition;ReferenzBestellungNummer;51;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzBestellungDatum;52;datetime;;;;YES;
T_EAIJournalPosition;IdAuftragsBestPosition;53;int;;10;0;YES;
T_EAIJournalPosition;ReferenzAuftragsBestNummer;54;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzAuftragsBestDatum;55;datetime;;;;YES;
T_EAIJournalPosition;IdLieferscheinPosition;56;int;;10;0;YES;
T_EAIJournalPosition;ReferenzLieferscheinNummer;57;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzLieferscheinDatum;58;datetime;;;;YES;
T_EAIJournalPosition;IdRechnungsPosition;59;int;;10;0;YES;
T_EAIJournalPosition;ReferenzRechnungsNummer;60;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzRechnungsDatum;61;datetime;;;;YES;
T_EAIJournalPosition;IdGutschriftPosition;62;int;;10;0;YES;
T_EAIJournalPosition;ReferenzGutschriftNummer;63;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzGutschriftDatum;64;datetime;;;;YES;
T_EAIJournalPosition;PreisNettoBW;65;float;;53;;YES;
T_EAIJournalPosition;PreisBruttoBW;66;float;;53;;YES;
T_EAIJournalPosition;PreisBruttoSkontoBW;67;float;;53;;YES;
T_EAIJournalPosition;ReferenzPosition;68;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzBestellungPosition;69;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzAuftragsBestPosition;70;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzLieferscheinPosition;71;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzRechnungsPosition;72;nvarchar;50;;;YES;
T_EAIJournalPosition;ReferenzGutschriftPosition;73;nvarchar;50;;;YES;
T_EAIJournalPosition;ZusatzInfo1;74;nvarchar;50;;;YES;
T_EAIJournalPosition;ZusatzInfo2;75;nvarchar;50;;;YES;
T_EAIJournalPosition;ZusatzInfo3;76;nvarchar;50;;;YES;
T_EAIJournalPosition;ZusatzInfo4;77;nvarchar;50;;;YES;
T_EAIJournalPosition;ZusatzInfo5;78;nvarchar;50;;;YES;
T_EAIJournalPosition;ZusatzInfo6;79;nvarchar;50;;;YES;
T_EAIJournalPosition;IdBestellVorschlag;80;int;;10;0;YES;
T_EAIJournalPosition;BestellVorschlagBez;81;nvarchar;50;;;YES;
T_EAIJournalPosition;BestellVorschlagDatum;82;datetime;;;;YES;
T_EAIJournalPosition;IdBestellVorschlagPosition;83;int;;10;0;YES;
T_EAIJournalPosition;BestellungPositionNr;84;int;;10;0;YES;
T_EAIJournalPosition;AuftragsBestPositionNr;85;int;;10;0;YES;
T_EAIJournalPosition;LieferscheinPositionNr;86;int;;10;0;YES;
T_EAIJournalPosition;RechnungPositionNr;87;int;;10;0;YES;
T_EAIJournalPosition;GutschriftPositionNr;88;int;;10;0;YES;
T_EAIJournalPosition;Guid;89;uniqueidentifier;;;;YES;
T_EAIJournalPosition;LieferMengeTE;90;int;;10;0;YES;
T_EAIJournalPosition;LieferMengeHE;91;int;;10;0;YES;
T_EAIJournalSynch;IdEAIJournalSynch;1;int;;10;0;NO;
T_EAIJournalSynch;IdJournal;2;int;;10;0;NO;
T_EAIJournalSynch;Aktion;3;int;;10;0;NO;
T_EAIJournalSynch;Status;4;int;;10;0;NO;
T_EAIJournalSynch;Fehler;5;nvarchar;255;;;YES;
T_EAIJournalSynch;Bemerkung;6;nvarchar;255;;;YES;
T_EAIJournalSynch;Add_User;7;nvarchar;50;;;NO;
T_EAIJournalSynch;Add_Date;8;datetime;;;;NO;
T_EAIJournalSynch;Upd_User;9;nvarchar;50;;;YES;
T_EAIJournalSynch;Upd_Date;10;datetime;;;;YES;
T_EAIJournalSynch;Plandatum;11;datetime;;;;YES;
T_EAIJournalSynch;Dateiname;12;nvarchar;255;;;YES;
T_EAIJournalSynch;TransaktionUID;13;uniqueidentifier;;;;YES;
T_EAIJournalSynch;IdEDIKonfiguration;14;int;;10;0;YES;
T_EAIJournalText;IdJournalText;1;int;;10;0;NO;
T_EAIJournalText;IdJournal;2;int;;10;0;YES;
T_EAIJournalText;PositionNr;3;int;;10;0;NO;
T_EAIJournalText;IdTextVorlage;4;int;;10;0;YES;
T_EAIJournalText;TextVorlageBez;5;nvarchar;50;;;YES;
T_EAIJournalText;PositionsText;6;nvarchar;1024;;;YES;
T_EAIJournalText;Bemerkung;7;nvarchar;255;;;YES;
T_EAIJournalText;Add_User;8;nvarchar;50;;;NO;
T_EAIJournalText;Add_Date;9;datetime;;;;NO;
T_EAIJournalText;Upd_User;10;nvarchar;50;;;YES;
T_EAIJournalText;Upd_Date;11;datetime;;;;YES;
T_EAIJournalText;IsHeader;12;int;;10;0;YES;
T_EAIJournalText;IsFooter;13;int;;10;0;YES;
T_EAIJournalText;IdJournalPosition;14;int;;10;0;YES;
T_EAIJournalText;Transient;15;int;;10;0;YES;
T_EAIJournalText;IdJournalWarenPosition;16;int;;10;0;YES;
T_EAIJournalText;Guid;17;uniqueidentifier;;;;YES;
T_EAIJournalTextPosition;IdJournalTextPosition;1;int;;10;0;NO;
T_EAIJournalTextPosition;IdJournalPosition;2;int;;10;0;YES;
T_EAIJournalTextPosition;IdTextVorlage;3;int;;10;0;YES;
T_EAIJournalTextPosition;TextVorlageBez;4;nvarchar;50;;;YES;
T_EAIJournalTextPosition;PositionsText;5;nvarchar;1024;;;YES;
T_EAIJournalTextPosition;PositionNr;6;int;;10;0;YES;
T_EAIJournalTextPosition;Bemerkung;7;nvarchar;255;;;YES;
T_EAIJournalTextPosition;Add_User;8;nvarchar;50;;;NO;
T_EAIJournalTextPosition;Add_Date;9;datetime;;;;NO;
T_EAIJournalTextPosition;Upd_User;10;nvarchar;50;;;YES;
T_EAIJournalTextPosition;Upd_Date;11;datetime;;;;YES;
T_EAIJournalTextPosition;IsHeader;12;int;;10;0;YES;
T_EAIJournalTextPosition;IsFooter;13;int;;10;0;YES;
T_EAIJournalTextVorlageZuordnung;IdEAIJournalTextVorlageZuordnung;1;int;;10;0;NO;
T_EAIJournalTextVorlageZuordnung;IdAdressen;2;int;;10;0;NO;
T_EAIJournalTextVorlageZuordnung;IdArtikelvarianten;3;int;;10;0;YES;
T_EAIJournalTextVorlageZuordnung;IdJournalTyp;4;int;;10;0;NO;
T_EAIJournalTextVorlageZuordnung;IdTextVorlageKopf;5;int;;10;0;NO;
T_EAIJournalTextVorlageZuordnung;IdTextVorlageFuss;6;int;;10;0;NO;
T_EAIJournalTextVorlageZuordnung;Aktiv;7;int;;10;0;NO;
T_EAIJournalTextVorlageZuordnung;Add_User;8;nvarchar;50;;;YES;
T_EAIJournalTextVorlageZuordnung;Add_Date;9;datetime;;;;YES;
T_EAIJournalTextVorlageZuordnung;Upd_User;10;nvarchar;50;;;YES;
T_EAIJournalTextVorlageZuordnung;Upd_Date;11;datetime;;;;YES;
T_EAIJournalWarenPosition;IdJournalWarenPosition;1;int;;10;0;NO;
T_EAIJournalWarenPosition;IdJournalPosition;2;int;;10;0;YES;
T_EAIJournalWarenPosition;PositionNr;3;int;;10;0;YES;
T_EAIJournalWarenPosition;IdArtikelTyp;4;int;;10;0;YES;
T_EAIJournalWarenPosition;IdArtikelVarianten;5;int;;10;0;YES;
T_EAIJournalWarenPosition;ArtikelVariantenBez;6;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;ArtikelVariantenAlias;7;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;KundenArtikelNummer;8;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;KundenArtikelBez;9;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;IdVpkVorschrift;10;int;;10;0;YES;
T_EAIJournalWarenPosition;VpkVorschriftBez;11;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;BestellMenge;12;float;;53;;YES;
T_EAIJournalWarenPosition;BestellMengeVPK;13;float;;53;;YES;
T_EAIJournalWarenPosition;LieferMenge;14;float;;53;;YES;
T_EAIJournalWarenPosition;LieferMengeVPK;15;float;;53;;YES;
T_EAIJournalWarenPosition;BruttoGewicht;16;float;;53;;YES;
T_EAIJournalWarenPosition;NettoGewicht;17;float;;53;;YES;
T_EAIJournalWarenPosition;IdMengenEinheit;18;int;;10;0;YES;
T_EAIJournalWarenPosition;MengenEinheitBez;19;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;IdMwst;20;int;;10;0;YES;
T_EAIJournalWarenPosition;Mwst;21;float;;53;;YES;
T_EAIJournalWarenPosition;IdPreisEinheit;22;int;;10;0;YES;
T_EAIJournalWarenPosition;PreisEinheitBez;23;int;;10;0;YES;
T_EAIJournalWarenPosition;EinkaufsPreisNettoProEinheit;24;float;;53;;YES;
T_EAIJournalWarenPosition;PreisNettoProEinheit;25;float;;53;;YES;
T_EAIJournalWarenPosition;PreisNetto;26;float;;53;;YES;
T_EAIJournalWarenPosition;PreisBrutto;27;float;;53;;YES;
T_EAIJournalWarenPosition;PreisBruttoSkonto;28;float;;53;;YES;
T_EAIJournalWarenPosition;MitSkonto;29;int;;10;0;YES;
T_EAIJournalWarenPosition;IdLieferant;30;int;;10;0;YES;
T_EAIJournalWarenPosition;LieferantBez;31;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;LieferantDebitorenKonto;32;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;Bemerkung;33;nvarchar;255;;;YES;
T_EAIJournalWarenPosition;Add_User;34;nvarchar;50;;;NO;
T_EAIJournalWarenPosition;Add_Date;35;datetime;;;;NO;
T_EAIJournalWarenPosition;Upd_User;36;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;Upd_Date;37;datetime;;;;YES;
T_EAIJournalWarenPosition;ErloesKonto;38;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;IdBezugsJournalWarenPosition;39;int;;10;0;YES;
T_EAIJournalWarenPosition;IdVpkVorschriftBestellt;40;int;;10;0;YES;
T_EAIJournalWarenPosition;VpkVorschriftBestelltBez;41;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;ZolltarifNr;42;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;IdProduktionsArtikel;43;int;;10;0;YES;
T_EAIJournalWarenPosition;ProduktionsArtikelBez;44;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;Kostenstelle;45;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;IdHauptmaterial;46;int;;10;0;YES;
T_EAIJournalWarenPosition;HauptmaterialBez;47;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;IdKontoAdresse;48;int;;10;0;YES;
T_EAIJournalWarenPosition;KontoAdressBez;49;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;Ursprungsland;50;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;ArtikelGewicht;51;float;;53;;YES;
T_EAIJournalWarenPosition;VpkGewicht;52;float;;53;;YES;
T_EAIJournalWarenPosition;IdBezugsVpkVorschrift;53;int;;10;0;YES;
T_EAIJournalWarenPosition;BezugsVpkVorschriftBez;54;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;MengeJeBezugsVpk;55;float;;53;;YES;
T_EAIJournalWarenPosition;IdHauptmaterialBestellt;56;int;;10;0;YES;
T_EAIJournalWarenPosition;HauptmaterialBestelltBez;57;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;ArtikelTypBez;58;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;IdArtikelVariantenTyp;59;int;;10;0;YES;
T_EAIJournalWarenPosition;ArtikelVariantenTypBez;60;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;Transient;61;int;;10;0;YES;
T_EAIJournalWarenPosition;SyproNummer;62;nvarchar;100;;;YES;
T_EAIJournalWarenPosition;IdLadeEinheit;63;int;;10;0;YES;
T_EAIJournalWarenPosition;LadeEinheitBez;64;nvarchar;50;;;YES;
T_EAIJournalWarenPosition;PreisNettoProEinheitBW;65;float;;53;;YES;
T_EAIJournalWarenPosition;PreisNettoBW;66;float;;53;;YES;
T_EAIJournalWarenPosition;PreisBruttoBW;67;float;;53;;YES;
